Period_ID,Dowgate,Euston,Holloway,Islington,Kentish.Town,Paddington,Soho,West.Hampstead,Total_Distance
57,0,0,0,0,1,0,0,0,15.06968955224
58,1,0,1,1,0,0,1,0,10.472576661111999
59,1,1,0,0,1,0,0,2,19.643523812724
60,0,0,0,0,0,0,2,0,6.3748609231
61,0,0,1,1,0,0,0,1,8.68999142058
62,0,0,0,0,0,0,1,0,1.5459606244419999
63,0,0,1,0,0,0,0,1,15.507625540608002
64,0,1,0,1,0,0,0,0,9.662545619994003
65,0,0,1,1,1,0,0,1,21.202522139314002
66,0,0,1,0,0,0,1,0,13.491098524503998
67,0,0,0,1,0,1,1,1,10.991435148654002
68,1,1,0,1,0,0,1,0,6.3367725588055
69,1,1,0,0,0,0,1,1,7.221827038274998
70,0,0,1,0,0,0,1,0,5.8632024056339995
71,1,0,0,0,0,2,1,0,9.341387051486
72,1,1,0,0,1,0,0,0,5.600103796548
73,0,0,0,0,0,1,2,1,22.920240953352
74,0,0,1,0,0,0,0,0,2.105449905884
75,0,0,1,0,0,1,0,1,9.110145738078
76,0,1,0,0,0,0,1,0,2.8805293961919998
77,0,0,1,0,0,1,0,0,13.825419918805999
78,1,1,0,0,0,0,1,0,12.877177542263501
79,0,0,0,0,1,0,1,0,18.180097324876
80,0,0,0,0,0,0,0,1,8.715567412463997
81,1,0,0,0,0,0,0,1,9.677195318995999
82,1,0,1,0,0,1,0,0,10.539123931793
83,0,0,0,0,1,1,0,0,8.698876441602
84,1,0,1,0,1,0,0,1,9.998327688778
85,0,0,0,0,0,0,0,1,8.41391800232
86,0,0,0,0,0,0,1,1,19.225051569464
87,1,0,2,1,3,0,0,0,30.863496375803
88,1,2,0,0,0,0,2,0,8.534768442778999
89,0,0,0,1,0,1,1,2,35.471378170166005
90,0,0,0,0,1,0,0,0,1.270620355358
91,0,0,1,0,0,0,0,0,5.4263786671680005
92,0,0,1,0,1,0,1,0,4.507513933044001
93,0,1,0,0,1,0,0,0,13.830931067912001
94,0,0,0,0,0,1,2,0,3.2195692279874994
95,0,0,0,0,1,0,1,0,7.28442354713
96,0,1,0,0,0,0,0,0,1.885541341404
97,0,1,0,1,0,1,1,0,6.920462721753001
98,0,0,0,0,0,0,1,0,0.590142988763
99,0,0,0,1,1,0,1,0,9.105422494282
100,0,1,1,0,0,1,0,0,9.284151919922
101,0,0,0,1,1,0,0,1,28.970280342015997
102,0,0,1,0,0,1,0,0,4.937889015656
103,1,0,0,0,0,0,0,2,12.323349604594
104,0,0,0,1,2,1,2,0,35.923909193379004
105,0,1,0,0,0,0,1,1,18.491433672743998
106,0,1,2,0,0,0,0,2,30.9310382578305
107,0,0,0,1,2,1,1,0,35.337569224194
108,0,1,0,1,0,0,1,0,21.38544130704
109,0,1,0,0,0,0,1,0,3.7786787476899995
110,0,0,0,0,0,0,1,0,3.859853482756
111,1,1,0,0,2,0,1,0,10.869938000671999
112,0,0,1,0,1,0,0,0,19.458784024432
113,1,0,0,0,0,0,0,0,2.0050883240719997
114,1,1,1,1,1,0,1,0,36.152353514981996
115,0,0,1,1,0,1,0,1,10.8049901549955
116,0,1,0,0,0,0,0,0,7.491392692623999
117,0,0,1,1,0,0,1,0,26.190225084199998
118,1,0,0,0,2,0,1,2,37.453201835406
119,0,0,1,1,0,0,1,0,23.525478624796996
120,0,0,0,0,1,0,1,0,10.40925991866
121,0,0,1,0,0,1,0,1,13.873039229883
122,0,0,0,0,0,0,2,0,5.462221423042
123,1,0,0,0,1,0,0,0,8.24137505692
124,0,1,0,0,0,0,1,0,2.4753426656210005
125,0,0,1,0,0,1,0,0,8.278223702698
126,1,0,1,1,0,1,2,1,15.552629483912503
127,1,0,0,0,0,0,0,0,1.0083403327799998
128,0,1,0,0,0,0,0,0,2.523598129996
129,1,0,0,0,0,0,0,0,1.6254776523440002
130,0,0,1,0,1,0,0,1,42.036382080304
131,1,0,1,0,1,0,0,0,7.499975670231
132,0,2,0,0,0,0,1,2,12.691202987174002
133,0,0,1,0,1,0,1,0,17.541651876853997
134,1,0,1,0,1,0,1,0,17.115151292943
135,1,0,0,0,1,0,0,1,16.882580628826
136,0,0,0,1,1,1,0,0,22.272492460931996
137,0,1,0,1,0,0,1,1,19.765355990326995
138,0,0,0,0,1,0,1,2,15.787962339356
139,2,0,2,0,0,2,1,0,40.941038960068
140,0,1,0,0,0,0,1,0,2.147601282198
141,0,0,0,0,1,0,1,0,14.812477394411498
142,0,0,1,0,0,0,0,1,14.242140534699999
143,0,0,0,0,0,0,1,0,2.193138078036
144,0,1,0,0,0,0,0,0,1.376558278698
145,1,1,1,0,0,0,0,1,15.683942136493998
146,0,0,0,0,1,0,1,0,1.9938211688019998
147,1,0,0,0,0,0,0,1,9.431195038576
148,0,0,0,0,0,0,0,1,1.9582377025520001
149,0,2,0,0,0,0,0,0,4.951897785411999
150,1,0,0,0,0,0,2,1,8.446264338596
151,1,0,1,2,0,0,0,0,39.11999151794599
152,0,1,0,0,1,0,1,0,3.131454452762
153,0,0,1,0,0,0,1,0,8.357522088066998
154,0,0,0,0,1,1,0,0,14.131821046064001
155,1,0,0,0,0,0,0,0,1.98642411536
156,1,0,0,0,0,0,1,0,2.901286199624
157,0,1,0,0,0,0,1,1,10.606116970192
158,0,0,0,0,1,1,0,0,4.628797286092
159,1,1,0,0,0,0,0,0,5.503061137982
160,1,0,0,0,1,0,0,0,4.820229971864
161,0,1,0,0,1,1,0,0,9.78385402268
162,0,1,0,0,0,0,1,0,3.1905960186319997
163,0,0,0,0,1,0,2,0,21.364719996756
164,0,1,0,0,0,0,0,1,14.525792248328
165,0,0,0,0,0,0,1,1,14.966967904024
166,0,0,1,0,0,0,2,0,8.868277300128
167,0,2,1,0,0,0,0,1,9.754516602865
168,0,0,0,1,0,0,1,0,20.177398663568
169,0,0,0,1,0,0,1,0,13.023821071664
170,0,0,0,0,1,0,1,0,2.441004788123
171,0,0,0,0,1,1,1,0,15.906450004511997
172,0,0,0,0,0,1,0,0,1.7558584866620002
173,0,0,0,1,1,1,2,0,17.877826110451
174,1,1,1,0,0,0,1,0,17.941651924546
175,0,0,0,1,0,0,0,2,15.792931252784
176,0,0,1,0,0,0,2,0,17.363240552586
177,0,0,1,1,0,0,0,0,5.306210179678001
178,0,0,0,0,2,1,0,0,32.621785315059995
179,1,1,0,0,0,0,3,0,5.7554938574725005
180,1,1,0,0,0,1,0,0,8.901399969957
181,0,0,0,2,0,2,0,0,20.146413635948
182,0,0,1,0,0,0,1,0,17.088297582404998
183,0,1,1,0,2,0,0,0,37.54804109361837
184,0,0,0,1,1,0,0,0,13.090942883343999
185,0,0,0,0,0,0,3,0,8.893940565252
186,0,0,1,1,1,0,0,0,23.43551399709
187,1,1,0,0,0,0,0,0,3.885862079812
188,1,0,1,1,0,0,0,0,18.645554345334
189,0,0,1,0,1,1,1,1,12.693509879204075
190,0,1,0,1,1,1,1,0,9.445334904002
191,0,0,0,0,1,0,1,0,2.6321544604839997
192,0,0,0,0,1,0,0,1,14.864007922679999
193,0,0,0,2,1,0,2,2,36.395001217720996
194,2,0,0,0,0,0,1,0,3.2178258259560004
195,0,2,1,0,0,2,0,0,34.50649655643199
196,0,0,0,1,1,1,0,0,11.869548292512
197,0,0,0,0,0,0,2,0,3.648475755976
198,1,0,0,1,0,0,1,0,3.6344206120640004
199,1,0,0,0,0,0,0,0,1.150990564158
200,0,1,0,1,0,0,1,0,15.631690135708
201,0,1,0,0,0,0,1,0,24.772689568468
202,1,0,1,1,0,0,1,2,15.693451410361003
203,0,0,0,0,1,2,0,0,6.593737949877999
204,0,0,1,0,0,0,2,0,12.799067728785
205,0,0,1,0,0,0,1,0,14.954813184776
206,1,1,0,0,1,1,0,1,11.395958219968
207,1,0,1,0,0,0,0,0,8.510531549951999
208,0,0,1,0,1,0,0,0,18.175506597992
209,0,0,0,0,0,0,0,1,1.2267274968879998
210,0,0,0,1,0,0,0,0,1.261150140738
211,1,0,0,0,1,0,0,1,6.994695238228375
212,0,2,0,0,0,0,0,0,3.207319529874
213,0,0,1,0,0,0,1,0,14.20873542248
214,0,0,1,0,0,1,1,0,10.968944275751998
215,1,0,0,0,0,0,0,0,0.6946448028509999
216,0,1,1,0,1,0,0,1,17.943921851625
217,0,0,0,0,0,0,2,0,2.7342024629440003
218,0,0,0,0,1,0,1,0,1.8995915346830001
219,1,2,1,0,0,0,0,0,11.162909674352
220,1,0,0,2,0,1,1,0,13.208288286334
221,0,0,1,0,1,0,0,0,4.641111577256001
222,0,1,1,0,1,1,2,0,25.165491617087998
223,0,1,0,0,0,1,1,1,10.544677647607998
224,0,0,1,1,0,1,0,0,10.227079924577001
225,0,0,0,0,0,0,1,0,1.8431451558479999
226,0,0,0,0,0,0,2,0,4.689673654861999
227,0,1,0,0,0,1,0,1,11.117598913734
228,1,0,0,0,1,1,0,0,5.38527018569625
229,1,1,1,0,0,0,1,0,11.135303638046
230,0,0,0,0,0,1,1,3,11.59853530558
231,1,0,0,0,1,0,1,0,5.907179521283999
232,0,0,1,0,1,0,0,0,5.976184259838
233,0,1,0,0,0,0,2,0,2.63415992046425
234,0,0,0,0,0,0,1,0,0.14909023502774998
235,0,1,1,0,0,0,0,0,9.166237957056
236,0,1,0,1,0,0,0,0,3.6936872918059995
237,0,0,1,0,1,0,0,0,10.921272719148
238,1,0,1,0,0,0,2,0,17.617162327981998
239,0,0,0,0,1,0,0,0,7.1599250690159995
240,0,0,1,0,2,0,1,0,31.334133651347997
241,0,1,0,0,0,0,2,0,8.379873874254
242,0,1,1,0,0,1,0,0,16.466799263942
243,0,0,0,0,1,0,0,0,1.9350745799559996
244,0,1,1,0,0,1,0,0,17.389574743598
245,0,1,1,0,0,0,0,0,12.000431966206001
246,0,0,0,1,1,0,2,0,13.01876257826
247,0,1,0,0,0,0,1,0,4.0068212482579995
248,2,1,2,0,0,0,0,1,33.26061998085
249,0,0,0,1,1,1,2,1,16.487991525037
250,0,1,0,1,1,0,1,0,8.483829344788504
251,1,0,0,0,1,0,0,0,2.513801375577
252,0,0,0,0,0,1,1,0,3.7370016656020004
253,0,0,1,0,1,0,1,0,5.377866679868
254,1,0,0,0,1,0,0,0,12.070469089509999
255,0,0,1,1,0,0,1,0,16.74788952841
256,0,1,0,0,0,0,2,1,14.467096186501998
257,0,0,0,1,0,0,0,0,9.645293203904002
258,0,1,0,0,0,1,0,0,2.4719146697539998
259,0,0,1,0,0,1,0,1,22.131242305968
260,0,1,0,1,0,0,2,1,8.042462420868999
261,0,1,0,1,1,1,1,0,20.304467865990002
262,2,0,0,0,1,2,0,0,13.660811179900001
263,0,1,0,0,1,0,0,1,5.675237150049
264,0,1,2,1,0,0,1,1,44.75042902341699
265,0,0,0,1,1,0,0,1,19.647386911448
266,1,0,0,0,0,0,2,0,2.84781681355025
267,0,0,0,0,1,0,1,0,2.4499538251620003
268,1,1,0,0,0,0,0,0,5.190101333008
269,0,0,1,0,0,0,0,0,2.415361961356
270,0,0,1,0,1,0,1,0,28.207012405732
271,0,1,0,0,2,0,2,0,7.371909389932
272,0,1,0,0,0,0,0,0,2.501554553552
273,0,0,0,0,0,0,1,0,2.1615957087119995
274,0,1,0,0,0,0,0,0,2.016303715524
275,0,1,0,1,0,1,1,0,17.011823352773998
276,0,0,1,0,0,1,1,1,13.002483077204998
277,0,1,1,0,1,1,1,1,25.097011292763998
278,0,0,0,0,0,1,1,1,20.876791272854
279,0,0,0,0,1,0,0,0,1.861672693302
280,0,0,1,0,1,0,0,1,18.19065308033
281,1,0,1,1,1,0,0,0,14.011452808488002
282,0,0,0,0,0,0,0,1,12.400005509328002
283,0,2,0,0,0,0,0,0,1.9568898087709998
284,0,0,0,0,0,0,2,0,2.2452000005499997
285,0,0,0,0,0,0,0,1,15.004490962991998
286,0,1,1,0,0,0,0,0,15.676773310556001
287,1,0,0,0,0,0,0,0,1.3605588144800003
288,0,0,0,1,0,0,0,1,33.040555377240004
289,0,0,0,0,0,0,0,1,3.659123267556
290,1,1,1,0,0,0,0,0,17.783827380753998
291,0,0,1,0,0,0,1,0,6.809378918607
292,0,0,0,0,1,0,0,0,1.4462199229960002
293,0,0,0,0,0,0,1,0,2.462804289552
294,0,1,0,0,1,1,1,1,24.958027588009998
295,0,1,1,1,0,0,0,1,17.593453393681248
296,0,0,1,1,2,0,0,0,35.929745976964
297,1,1,0,0,1,1,1,2,27.566774471723
298,0,0,0,0,0,0,1,0,1.9189097033820002
299,0,0,0,0,0,0,0,1,3.187058984248
300,0,2,0,0,0,0,2,0,8.625365169433499
301,0,0,1,2,0,0,1,0,19.286515869783997
302,0,0,0,0,0,1,0,0,2.0342320517759998
303,1,0,1,0,0,1,1,0,19.059408168007998
304,0,0,1,1,0,0,1,1,26.792305405921997
305,0,1,0,0,1,0,1,0,6.474002443346
306,0,0,0,1,1,0,1,0,14.127466683163998
307,0,0,0,0,0,0,1,0,1.6160756902480002
308,0,0,1,0,0,0,0,0,5.290823807159999
309,0,1,1,0,0,0,0,0,9.173643115803
310,0,0,0,0,1,1,1,0,17.91528861904
311,1,0,0,0,0,0,1,0,4.8192756970440005
312,0,0,1,1,0,0,1,0,9.693522046184
313,0,2,1,0,0,1,0,0,8.269495347191
314,0,0,0,0,0,0,0,1,5.991211394519999
315,0,0,0,0,1,0,1,0,8.049755930042
316,1,1,0,0,0,0,2,0,5.916584316579001
317,0,1,1,0,0,1,0,1,11.508078574878
318,0,0,1,1,0,0,0,0,12.030240832531998
319,0,0,0,0,0,0,0,2,10.554152804644
320,0,0,1,1,1,0,2,0,23.062556026504
321,0,2,0,0,0,1,1,1,11.684033195649999
322,1,0,0,1,0,0,0,0,4.837123061858
323,0,0,1,0,0,0,0,0,11.008957119104002
324,0,0,1,0,1,0,1,1,19.414510385057
325,0,1,0,0,0,0,0,0,2.4163876908320003
326,0,1,0,0,0,0,0,0,1.381975913722
327,1,0,2,1,0,2,2,1,56.40906996854
328,0,0,0,0,0,0,1,0,2.206499075488
329,0,2,0,0,0,0,0,0,35.56793836067201
330,2,0,0,2,0,0,1,0,24.00359196239799
331,0,0,0,0,0,1,2,0,10.031657730848
332,0,0,0,0,0,0,0,2,14.353147919087998
333,0,2,0,0,0,0,1,1,6.732188089007
334,0,0,0,1,1,1,1,0,21.781895006913995
335,0,0,0,0,0,1,0,1,9.864763954384
336,0,0,1,0,1,0,1,0,15.841873500222002
337,0,0,0,1,0,1,2,0,30.289441954318495
338,0,2,1,0,0,0,0,0,5.079974099648999
339,0,0,1,0,0,0,1,1,14.586554134408999
340,0,0,0,0,2,2,2,0,18.493273869917626
341,1,0,0,0,0,0,0,1,6.453167152292
342,0,1,0,0,0,0,0,0,1.8606861212779997
343,0,1,1,0,0,0,1,0,7.1868142717825
344,0,0,1,0,0,1,0,0,17.794927279816
345,1,0,0,0,0,0,2,0,3.3180294318900003
346,0,1,0,0,0,0,0,1,3.020784674652
347,0,1,1,1,2,0,1,1,39.90528893229837
348,0,0,0,1,0,0,1,0,1.4993869243769997
349,0,0,0,0,0,0,0,2,13.424457356263996
350,0,0,1,0,1,0,1,0,19.836408044271998
351,0,0,0,0,0,0,1,0,0.885920329587
352,0,2,1,0,2,0,1,0,12.469991897320751
353,0,0,1,0,1,0,1,0,16.389217339416
354,0,0,0,0,0,0,1,0,3.935197894716
355,0,1,1,0,0,0,0,1,7.885806960089999
356,1,1,1,1,0,0,1,2,60.47289131982501
357,1,0,0,0,1,1,0,0,15.665809396332001
358,0,0,1,1,0,0,0,0,8.597704734908
359,0,0,1,0,1,0,0,0,10.318515402800001
360,1,1,0,0,1,0,0,1,12.340306583618002
361,0,0,0,0,0,0,1,0,0.9920334761009999
362,0,0,0,0,1,0,0,0,0.277782526607
363,0,0,2,0,1,0,1,1,19.772732666327997
364,0,0,0,0,0,1,0,1,4.2240369258240005
365,1,0,0,0,1,0,0,0,10.728613729952002
366,0,0,2,0,0,1,1,0,27.704445934028996
367,0,0,0,1,0,0,0,0,7.282860491736001
368,0,0,0,0,0,0,0,1,12.470966887376
369,0,0,0,0,0,0,2,0,2.258474656842
370,1,1,0,0,0,0,1,0,3.1037871661030003
371,0,0,0,0,1,0,0,1,10.480113117363999
372,1,0,1,0,0,0,0,0,12.325896951933997
373,1,0,1,1,0,1,1,0,22.826304010820998
374,0,0,0,1,1,0,0,0,13.37945670588375
375,0,1,0,0,1,0,0,1,28.300576051215998
376,1,0,1,0,1,0,2,1,38.501287518328
377,1,0,0,0,0,1,1,1,13.415987567941997
378,0,0,1,1,0,0,0,0,12.571679682154
379,1,0,0,0,0,0,1,0,2.966642015772
380,0,0,1,0,0,1,2,2,28.760035806227997
381,1,1,0,0,0,1,0,0,21.542549621156002
382,0,1,1,1,0,0,0,1,30.380319017221996
383,0,0,0,0,1,0,1,0,16.256847218396
384,1,1,1,0,0,0,1,0,21.6833228457
385,0,1,1,0,0,0,1,0,15.930092468351999
386,0,0,0,2,0,2,1,0,15.63103821628
387,0,1,0,0,0,0,0,0,1.7132654153999998
388,1,0,0,0,0,0,1,0,3.470560916866
389,0,0,0,1,0,0,0,0,6.48265446852
390,0,0,1,1,0,0,0,0,28.13437642914399
391,1,1,1,0,1,0,1,1,33.050100938449
392,0,1,0,1,0,0,0,0,9.427556221852
393,1,0,0,1,0,0,2,0,8.542331397834
394,1,1,0,0,0,0,1,1,14.522553395112002
395,0,0,0,1,0,0,0,0,9.691784097968
396,0,0,2,0,0,0,0,0,10.672121472628
397,0,1,0,0,0,1,0,0,2.4682574140659996
398,0,0,0,0,0,0,1,0,1.079763994664
399,0,0,0,0,0,0,1,0,3.0826120406920006
400,2,1,1,0,0,2,1,0,25.554816791205997
401,0,1,1,1,2,1,1,0,53.210087453713
402,0,0,0,1,0,0,0,0,4.120126897207999
403,0,1,1,0,0,2,0,1,33.893885572082
404,2,0,1,0,0,0,0,0,14.435434307009999
405,0,0,0,0,0,0,1,1,19.424436830920005
406,0,0,1,0,1,0,0,0,22.076614397504
407,1,0,0,0,2,0,0,1,8.331633503534
408,0,0,0,0,0,0,1,0,1.077110033858
409,0,1,0,0,1,0,0,0,1.66504351702
410,1,0,1,0,1,0,0,0,18.730790263456
411,0,1,0,0,0,0,0,1,4.737062685654
412,0,0,1,0,0,0,2,1,12.37336331623975
413,0,0,0,0,2,0,0,0,12.663410974588004
414,1,1,0,0,0,0,1,0,4.34627146114
415,0,0,0,1,0,0,1,0,3.4415432283159997
416,0,0,1,0,0,0,0,0,9.753075608288
417,0,1,1,0,1,1,1,1,7.6741399658209986
418,0,0,0,0,1,1,0,0,9.171518068923998
419,1,0,0,0,0,0,1,1,5.82146877966
420,0,1,0,0,0,0,0,0,1.0290530846099997
421,0,0,2,1,0,0,0,0,36.952829935776
422,1,1,0,0,1,0,0,0,11.98722711609
423,0,0,0,0,1,0,2,0,4.293281189002499
424,0,0,0,0,1,0,1,0,12.704724354751
425,0,1,0,0,1,2,0,1,23.958209922290003
426,1,1,1,0,0,0,0,0,4.911969375350001
427,0,0,0,0,0,0,1,1,3.428458724964
428,0,0,1,0,1,0,0,0,15.170253236048001
429,0,0,0,0,1,0,0,0,1.6061447707120002
430,0,2,1,0,0,0,2,0,33.144370759645
431,2,0,0,0,0,3,1,0,17.115358065408
432,0,0,0,1,2,0,0,0,24.492004192967997
433,0,0,0,1,1,0,0,0,3.8937865064259998
434,0,1,2,0,0,2,3,0,17.748822529833998
435,0,0,0,0,0,1,0,1,15.009112495338
436,1,1,0,0,0,0,0,1,7.696206670428
437,0,0,0,0,0,0,1,0,1.023423440468
438,0,0,1,0,0,0,2,0,13.030013587476002
439,0,1,0,0,0,0,0,0,3.8298550021280002
440,0,0,0,1,0,0,0,0,10.439768863568
441,0,0,0,0,1,0,1,0,9.985459155968
442,0,0,0,0,1,2,0,0,10.492873282264
443,0,1,0,0,0,0,1,2,6.409675440865
444,0,0,0,0,1,0,0,0,0.703550586404
445,0,1,1,0,0,1,2,0,24.161771907649996
446,0,0,0,0,0,2,0,2,13.730706337037999
447,1,1,0,0,0,0,1,1,9.549634095770998
448,0,0,1,0,0,0,0,0,5.817050389815999
449,0,0,1,0,1,0,0,0,4.398733487777999
450,0,0,0,0,2,0,1,0,15.461970694791997
451,0,0,1,0,0,0,2,0,3.403021096757
452,0,1,0,0,0,1,0,0,6.716383209667998
453,0,0,1,0,0,0,1,0,10.117437755848002
454,0,0,0,0,0,0,1,0,1.2071087133280003
455,1,0,0,0,1,0,0,0,3.6111510495920003
456,1,1,0,1,0,0,2,0,8.533858132814
457,0,1,1,1,0,0,1,0,33.564355067828
458,0,0,1,0,2,1,0,0,32.754921049336
459,0,0,0,0,0,1,0,0,0.8149153480569999
460,0,0,0,1,0,0,0,0,1.9672078286360002
461,0,1,1,0,0,2,1,1,21.132037505222
462,0,1,0,0,0,0,0,1,3.6248294336179994
463,2,0,0,0,1,0,0,0,9.6640553584575
464,0,0,1,0,0,0,0,0,14.141862659823998
465,0,1,1,0,0,0,0,1,6.4077503389079995
466,1,1,0,0,0,0,0,0,1.5371614133429998
467,1,0,0,0,0,0,1,0,3.19382834551
468,0,0,0,1,0,0,2,0,13.397841018101
469,0,1,0,0,0,1,0,0,3.0572831964419995
470,1,0,1,0,0,0,1,1,23.745497550855
471,0,0,0,1,0,0,0,0,2.3365194392600004
472,1,0,1,0,0,1,0,1,18.541252242724003
473,0,1,0,0,0,0,1,0,4.0305196082500006
474,1,1,0,0,1,0,1,0,7.478753344397001
475,1,0,0,1,0,0,1,0,8.2335180289695
476,0,0,0,0,1,1,0,0,4.635922367596
477,0,0,0,0,1,2,0,0,9.97051049455
478,0,0,0,0,0,0,0,1,7.54798285924
479,1,0,0,0,0,1,0,0,3.7808313309500003
480,0,0,2,1,0,1,0,0,31.606741031106
481,0,0,0,0,1,0,1,0,14.579007793088
482,1,1,0,1,0,0,0,1,31.30424486246
483,0,1,0,0,1,0,0,0,11.736908208242
484,1,0,0,0,0,0,2,0,5.872421812682001
485,0,1,1,1,0,1,1,0,10.001473474491998
486,1,0,0,0,0,0,0,0,1.708877566288
487,0,0,0,0,0,0,1,0,1.8170201952999998
488,0,1,0,0,0,0,2,0,2.565934590548
489,0,0,2,0,0,0,0,0,16.959961071728003
490,1,0,0,1,1,0,1,0,11.653149467257995
491,0,0,0,0,2,1,2,1,55.468494296071995
492,0,0,0,1,0,0,0,0,2.74287767166
493,1,0,1,0,0,0,1,0,2.4780449113559997
494,1,0,1,0,0,1,1,0,8.348008781167998
495,0,1,0,0,0,0,0,0,2.8842931876639994
496,1,1,1,2,0,1,1,1,37.22277070676199
497,1,0,0,0,1,0,0,0,15.628626257864001
498,0,0,0,0,0,0,0,1,6.259975809
499,1,0,1,0,1,0,0,0,21.5937118937705
500,1,0,1,0,0,0,2,0,31.784473293409995
501,0,0,0,0,0,0,1,1,14.192602816628
502,0,0,0,0,0,1,0,1,4.341564054026
503,0,0,1,0,0,0,1,0,12.9489095108545
504,0,0,0,0,1,0,0,0,9.042229161872
505,2,0,0,0,0,0,0,0,4.241657126013999
506,0,0,1,0,0,0,0,0,0.9120885613899999
507,0,1,1,0,1,0,0,0,33.861512198
508,1,0,0,0,0,0,1,1,11.051927403806
509,0,0,1,1,1,0,1,2,32.384662013413994
510,0,0,0,1,1,0,0,0,20.315913776578004
511,1,0,1,0,1,0,0,0,2.2268840424914997
512,0,1,0,0,0,0,0,0,1.7422754056319998
513,0,0,1,1,1,0,2,0,33.795481169549994
514,0,1,0,0,0,0,1,0,3.6091687500899994
515,1,0,1,0,1,1,0,0,19.875309902614
516,0,0,0,0,0,0,1,0,1.9652243148279998
517,0,1,0,0,0,0,1,0,1.6443444517279997
518,0,1,1,1,0,0,1,0,14.731298460067002
519,0,0,0,0,1,0,0,0,1.0928941148020004
520,0,0,1,1,0,0,0,2,29.366238062192004
521,0,0,0,0,1,0,1,0,9.9185780299005
522,0,0,0,0,1,0,1,0,3.792964435218
523,0,0,0,0,0,1,1,0,5.768127474003999
524,0,0,0,0,0,0,0,1,2.3628717209959995
525,1,0,0,0,0,0,2,0,4.307454172291
526,1,0,0,0,1,0,1,0,21.245709682991002
527,0,2,0,2,0,1,0,0,28.591338250036
528,0,0,0,0,0,0,0,1,1.5413091587160002
529,0,0,2,0,1,0,2,2,35.107182759057
530,1,0,0,1,0,0,0,0,2.9368009273299998
531,0,2,0,0,1,0,1,1,20.276234593677998
532,0,0,2,0,0,0,1,0,29.532319520531
533,0,0,0,0,0,0,1,1,7.680338552907999
534,0,2,0,1,0,0,1,0,8.17427466454
535,0,0,1,0,0,0,0,0,5.041282563544
536,0,0,0,1,1,1,0,1,12.891737763672001
537,0,0,1,1,0,0,0,0,11.907983907656002
538,1,0,1,0,0,1,1,0,20.540483571684
539,0,0,0,0,0,0,1,2,16.730440025688
540,0,0,0,0,1,0,1,0,3.12560579174
